CZAS;Dwutlenek azotu;Dwutlenek siarki;Pył zawieszony PM10;Pył zawieszony PM2.5;Tlenek azotu;Tlenki azotu
00:00;28;3;247;210;140;244
01:00;22;3;60;47;8;34
02:00;21;2;77;55;56;106
03:00;21;2;89;71;106;184
04:00;18;2;88;69;93;161
05:00;19;1;58;47;38;76
06:00;19;5;49;35;8;31
07:00;21;3;41;28;7;33
08:00;21;3;37;26;16;46
09:00;25;3;49;35;40;85
10:00;23;1;51;38;37;81
11:00;22;3;50;45;31;69
12:00;24;5;62;48;34;77
13:00;33;5;86;59;32;82
14:00;45;4;117;68;28;87
15:00;50;8;119;61;19;78
16:00;59;3;103;62;52;138
17:00;85;3;136;85;277;508
18:00;107;5;206;131;490;823
19:00;97;8;273;208;495;848
20:00;76;4;302;230;406;695
21:00;62;6;332;266;383;648
22:00;45;7;303;241;234;402
23:00;40;5;284;225;213;366
